0.8867730834	9.046538
1.2650691199	13.067222
1.8393170604	18.093077
1.8506568696	13.440571
1.0759211016	9.800417
0.8318884066	8.711481
1.9867345806	14.255152
2.0248363397	18.093077
1.5599041604	14.700625
1.1770722002	8.167014
0.9634301939	13.067222
0.9924601056	6.857434
0.8958449308	6.897654
1.838863468	15.174839
1.6896315783	8.842481
1.3290256441	12.379474
1.2219778448	10.226522
1.4719072407	10.94
1.4070435317	11.7605
1.2496469794	9.223922
1.1389704411	10.691364
0.9570799007	5.764951
1.5131841463	15.680667
1.0863537262	6.917941
1.9690444782	15.680667
1.7327228534	14.255152
1.5558218291	11.473659
1.0001711759	6.533611
1.022397202	10.226522
2.1463990948	26.134444
1.0890752804	11.200476
0.8327955913	7.350313
0.9638837863	8.400357
0.816466266	6.515512
0.9275963967	6.8375
0.816466266	6.515512
1.8728828957	16.800714
1.7871539378	18.093077
1.3512516702	11.200476
0.9629766015	8.400357
0.9389362059	5.969797
0.9026488163	7.350313
1.7676494659	14.700625
1.3380974915	8.711481
0.8278060753	6.533611
1.3703025498	13.067222
1.2732337826	11.7605
1.7168471205	13.067222
1.0083358385	9.4084
1.1680003528	7.587419
