1.000000000000000000e+00,1.580000000000000000e+02,1.057999999999999972e+02,1.926999999999999886e+02,7.140000000000000568e+01,5.589999999999999858e+01,3.086000000000000000e+03,1.310000000000000000e+02,3.129999999999999893e+00,3.399999999999999911e+00,8.300000000000000711e+00,1.400000000000000000e+02,5.500000000000000000e+03,1.700000000000000000e+01,2.000000000000000000e+01,2.387500000000000000e+04
0.000000000000000000e+00,1.880000000000000000e+02,1.012000000000000028e+02,1.768000000000000114e+02,6.479999999999999716e+01,5.429999999999999716e+01,2.765000000000000000e+03,1.640000000000000000e+02,3.310000000000000053e+00,3.189999999999999947e+00,9.000000000000000000e+00,1.210000000000000000e+02,4.250000000000000000e+03,2.100000000000000000e+01,2.800000000000000000e+01,2.110500000000000000e+04
0.000000000000000000e+00,8.100000000000000000e+01,9.450000000000000000e+01,1.588000000000000114e+02,6.360000000000000142e+01,5.200000000000000000e+01,1.909000000000000000e+03,9.000000000000000000e+01,3.029999999999999805e+00,3.109999999999999876e+00,9.599999999999999645e+00,7.000000000000000000e+01,5.400000000000000000e+03,3.800000000000000000e+01,4.300000000000000000e+01,6.575000000000000000e+03
1.000000000000000000e+00,1.180000000000000000e+02,9.370000000000000284e+01,1.573000000000000114e+02,6.379999999999999716e+01,5.079999999999999716e+01,2.128000000000000000e+03,9.800000000000000000e+01,3.029999999999999805e+00,3.390000000000000124e+00,7.599999999999999645e+00,1.020000000000000000e+02,5.500000000000000000e+03,2.400000000000000000e+01,3.000000000000000000e+01,7.957000000000000000e+03
3.000000000000000000e+00,1.450000000000000000e+02,9.590000000000000568e+01,1.731999999999999886e+02,6.629999999999999716e+01,5.020000000000000284e+01,2.811000000000000000e+03,1.560000000000000000e+02,3.600000000000000089e+00,3.899999999999999911e+00,7.000000000000000000e+00,1.450000000000000000e+02,5.000000000000000000e+03,1.900000000000000000e+01,2.400000000000000000e+01,1.296400000000000000e+04
2.000000000000000000e+00,1.370000000000000000e+02,8.659999999999999432e+01,1.445999999999999943e+02,6.389999999999999858e+01,5.079999999999999716e+01,1.713000000000000000e+03,9.200000000000000000e+01,2.910000000000000142e+00,3.410000000000000142e+00,9.599999999999999645e+00,5.800000000000000000e+01,4.800000000000000000e+03,4.900000000000000000e+01,5.400000000000000000e+01,6.479000000000000000e+03
2.000000000000000000e+00,1.370000000000000000e+02,8.659999999999999432e+01,1.445999999999999943e+02,6.389999999999999858e+01,5.079999999999999716e+01,1.819000000000000000e+03,9.200000000000000000e+01,2.910000000000000142e+00,3.410000000000000142e+00,9.199999999999999289e+00,7.600000000000000000e+01,6.000000000000000000e+03,3.100000000000000000e+01,3.800000000000000000e+01,6.855000000000000000e+03
1.000000000000000000e+00,1.010000000000000000e+02,9.370000000000000284e+01,1.500000000000000000e+02,6.400000000000000000e+01,5.260000000000000142e+01,1.837000000000000000e+03,7.900000000000000000e+01,2.910000000000000142e+00,3.069999999999999840e+00,1.009999999999999964e+01,6.000000000000000000e+01,5.500000000000000000e+03,3.800000000000000000e+01,4.200000000000000000e+01,5.399000000000000000e+03
1.000000000000000000e+00,1.010000000000000000e+02,9.370000000000000284e+01,1.500000000000000000e+02,6.400000000000000000e+01,5.260000000000000142e+01,1.940000000000000000e+03,9.200000000000000000e+01,2.910000000000000142e+00,3.410000000000000142e+00,9.199999999999999289e+00,7.600000000000000000e+01,6.000000000000000000e+03,3.000000000000000000e+01,3.400000000000000000e+01,6.529000000000000000e+03
0.000000000000000000e+00,8.500000000000000000e+01,9.650000000000000000e+01,1.754000000000000057e+02,6.250000000000000000e+01,5.410000000000000142e+01,2.372000000000000000e+03,1.100000000000000000e+02,3.149999999999999911e+00,3.580000000000000071e+00,9.000000000000000000e+00,8.600000000000000000e+01,5.800000000000000000e+03,2.700000000000000000e+01,3.300000000000000000e+01,1.029500000000000000e+04
0.000000000000000000e+00,8.500000000000000000e+01,9.650000000000000000e+01,1.754000000000000057e+02,6.520000000000000284e+01,5.410000000000000142e+01,2.465000000000000000e+03,1.100000000000000000e+02,3.149999999999999911e+00,3.580000000000000071e+00,9.000000000000000000e+00,1.010000000000000000e+02,5.800000000000000000e+03,2.400000000000000000e+01,2.800000000000000000e+01,1.294500000000000000e+04
